geneID	geneClass	geneType
AAEL026963	ncRNA_gene	lncRNA
AAEL007275	protein_coding_gene	protein_coding
AAEL007276	protein_coding_gene	protein_coding
AAEL007273	protein_coding_gene	protein_coding
AAEL013950	protein_coding_gene	protein_coding
AAEL007279	protein_coding_gene	protein_coding
Gr37	protein_coding_gene	Gustatory receptor 37
AAEL007271	protein_coding_gene	protein_coding
Gr39	protein_coding_gene	Gustatory receptor 39
AAEL027808	protein_coding_gene	protein_coding
AAEL021441	protein_coding_gene	protein_coding
AAEL022367	ncRNA_gene	lncRNA
AAEL023524	protein_coding_gene	protein_coding
AAEL027580	protein_coding_gene	protein_coding
AAEL019653	protein_coding_gene	protein_coding
AAEL015345	protein_coding_gene	protein_coding
AAEL025142	ncRNA_gene	lncRNA
AAEL012960	protein_coding_gene	protein_coding
AAEL027216	ncRNA_gene	lncRNA
AAEL013222	protein_coding_gene	protein_coding
AAEL022016	protein_coding_gene	protein_coding
AAEL010538	protein_coding_gene	protein_coding
AAEL027554	protein_coding_gene	protein_coding
AAEL025982	ncRNA_gene	lncRNA
AAEL010543	protein_coding_gene	protein_coding
AAEL010533	protein_coding_gene	protein_coding
AAEL010541	protein_coding_gene	protein_coding
AAEL010536	protein_coding_gene	protein_coding
AAEL010532	protein_coding_gene	protein_coding
AAEL010540	protein_coding_gene	protein_coding
AAEL022033	pseudogene	pseudogene
AAEL020405	ncRNA_gene	lncRNA
AAEL020448	ncRNA_gene	lncRNA
AAEL013799	protein_coding_gene	protein_coding
AAEL021687	ncRNA_gene	lncRNA
AAEL013829	protein_coding_gene	protein_coding
AAEL025770	protein_coding_gene	protein_coding
AAEL003861	protein_coding_gene	protein_coding
AAEL023621	ncRNA_gene	lncRNA
AAEL003675	protein_coding_gene	protein_coding
AAEL003648	protein_coding_gene	protein_coding
AAEL003664	protein_coding_gene	protein_coding
AAEL003676	protein_coding_gene	protein_coding
AAEL003674	protein_coding_gene	protein_coding
AAEL003700	protein_coding_gene	protein_coding
AAEL003679	protein_coding_gene	protein_coding
AAEL003657	protein_coding_gene	protein_coding
AAEL015682	protein_coding_gene	protein_coding
AAEL003669	protein_coding_gene	protein_coding
AAEL026460	protein_coding_gene	protein_coding
AAEL003689	protein_coding_gene	protein_coding
AAEL019637	protein_coding_gene	protein_coding
AAEL003673	protein_coding_gene	protein_coding
AAEL019635	protein_coding_gene	protein_coding
AAEL003706	protein_coding_gene	protein_coding
AAEL019636	protein_coding_gene	protein_coding
AAEL027325	protein_coding_gene	protein_coding
AAEL003685	protein_coding_gene	protein_coding
AAEL003687	protein_coding_gene	protein_coding
AAEL015683	protein_coding_gene	protein_coding
AAEL018305	protein_coding_gene	protein_coding
AAEL003690	protein_coding_gene	protein_coding
AAEL003677	protein_coding_gene	protein_coding
AAEL003651	protein_coding_gene	protein_coding
AAEL003692	protein_coding_gene	protein_coding
AAEL003656	protein_coding_gene	protein_coding
AAEL029034	protein_coding_gene	protein_coding
AAEL029031	protein_coding_gene	protein_coding
AAEL020484	protein_coding_gene	protein_coding
AAEL003682	protein_coding_gene	protein_coding
AAEL003701	protein_coding_gene	protein_coding
AAEL003691	protein_coding_gene	protein_coding
AAEL003704	protein_coding_gene	protein_coding
AAEL003681	protein_coding_gene	protein_coding
AAEL026512	ncRNA_gene	lncRNA
AAEL027777	ncRNA_gene	lncRNA
AAEL003684	protein_coding_gene	protein_coding
AAEL003666	protein_coding_gene	protein_coding
AAEL028202	protein_coding_gene	protein_coding
AAEL003695	protein_coding_gene	protein_coding
AAEL003680	protein_coding_gene	protein_coding
AAEL003683	protein_coding_gene	protein_coding
AAEL003654	protein_coding_gene	protein_coding
AAEL003678	protein_coding_gene	protein_coding
AAEL021564	ncRNA_gene	lncRNA
AAEL027235	ncRNA_gene	lncRNA
AAEL021371	pseudogene	pseudogene
AAEL013544	protein_coding_gene	protein_coding
AAEL007197	protein_coding_gene	protein_coding
AAEL022927	ncRNA_gene	lncRNA
AAEL007191	protein_coding_gene	protein_coding
AAEL025597	protein_coding_gene	protein_coding
AAEL007189	protein_coding_gene	protein_coding
AAEL007196	protein_coding_gene	protein_coding
AAEL020847	protein_coding_gene	protein_coding
AAEL021503	ncRNA_gene	lncRNA
AAEL007192	protein_coding_gene	protein_coding
AAEL007194	protein_coding_gene	protein_coding
AAEL024884	protein_coding_gene	protein_coding
AAEL023435	ncRNA_gene	lncRNA
AAEL023387	protein_coding_gene	protein_coding
AAEL029099	protein_coding_gene	protein_coding
AAEL024987	ncRNA_gene	lncRNA
AAEL010881	protein_coding_gene	protein_coding
AAEL010882	protein_coding_gene	protein_coding
AAEL021860	protein_coding_gene	protein_coding
AAEL023279	protein_coding_gene	protein_coding
AAEL028104	protein_coding_gene	protein_coding
AAEL024025	protein_coding_gene	protein_coding
AAEL019489	protein_coding_gene	protein_coding
AAEL023371	ncRNA_gene	lncRNA
AAEL028879	ncRNA_gene	tRNA
AAEL008693	protein_coding_gene	protein_coding
AAEL008686	protein_coding_gene	protein_coding
AAEL008696	protein_coding_gene	protein_coding
AAEL020374	ncRNA_gene	lncRNA
AAEL008687	protein_coding_gene	protein_coding
AAEL021798	protein_coding_gene	protein_coding
AAEL013011	protein_coding_gene	protein_coding
AAEL008697	protein_coding_gene	protein_coding
AAEL022369	ncRNA_gene	lncRNA
AAEL026942	ncRNA_gene	lncRNA
AAEL003132	protein_coding_gene	protein_coding
AAEL021900	ncRNA_gene	lncRNA
AAEL026502	ncRNA_gene	lncRNA
AAEL020924	ncRNA_gene	lncRNA
AAEL026137	ncRNA_gene	lncRNA
AAEL019952	protein_coding_gene	protein_coding
AAEL020301	ncRNA_gene	lncRNA
AAEL005170	protein_coding_gene	protein_coding
AAEL025662	ncRNA_gene	lncRNA
AAEL014457	protein_coding_gene	protein_coding
AAEL014326	protein_coding_gene	protein_coding
AAEL023889	ncRNA_gene	lncRNA
AAEL025064	ncRNA_gene	lncRNA
AAEL012522	protein_coding_gene	protein_coding
AAEL012520	protein_coding_gene	protein_coding
AAEL012523	protein_coding_gene	protein_coding
AAEL027358	protein_coding_gene	protein_coding
AAEL020735	protein_coding_gene	protein_coding
AAEL012525	protein_coding_gene	protein_coding
AAEL012518	protein_coding_gene	protein_coding
AAEL024339	protein_coding_gene	protein_coding
AAEL027107	protein_coding_gene	protein_coding
AAEL012519	protein_coding_gene	protein_coding
AAEL014215	protein_coding_gene	protein_coding
AAEL014216	protein_coding_gene	protein_coding
AAEL004933	protein_coding_gene	protein_coding
AAEL027413	ncRNA_gene	lncRNA
AAEL013367	protein_coding_gene	protein_coding
AAEL013361	protein_coding_gene	protein_coding
AAEL013365	protein_coding_gene	protein_coding
Ir21a	protein_coding_gene	Ionotropic receptor 21a
AAEL013360	protein_coding_gene	protein_coding
AAEL019516	protein_coding_gene	protein_coding
AAEL022237	protein_coding_gene	protein_coding
AAEL013639	protein_coding_gene	protein_coding
AAEL013643	protein_coding_gene	protein_coding
AAEL023196	ncRNA_gene	lncRNA
AAEL026756	ncRNA_gene	lncRNA
AAEL013640	protein_coding_gene	protein_coding
AAEL014799	protein_coding_gene	protein_coding
AAEL013636	protein_coding_gene	protein_coding
AAEL014797	protein_coding_gene	protein_coding
AAEL013635	protein_coding_gene	protein_coding
AAEL013637	protein_coding_gene	protein_coding
AAEL012378	protein_coding_gene	protein_coding
AAEL017883	ncRNA_gene	snRNA
AAEL014876	protein_coding_gene	protein_coding
AAEL020248	ncRNA_gene	lncRNA
AAEL009433	protein_coding_gene	protein_coding
AAEL009434	protein_coding_gene	protein_coding
AAEL019498	protein_coding_gene	protein_coding
AAEL019497	protein_coding_gene	protein_coding
AAEL026633	protein_coding_gene	protein_coding
AAEL006674	protein_coding_gene	protein_coding
AAEL026007	ncRNA_gene	lncRNA
AAEL006682	protein_coding_gene	protein_coding
AAEL021337	protein_coding_gene	protein_coding
AAEL014561	protein_coding_gene	protein_coding
AAEL027151	ncRNA_gene	lncRNA
AAEL006665	protein_coding_gene	protein_coding
AAEL025303	protein_coding_gene	protein_coding
AAEL021735	protein_coding_gene	protein_coding
AAEL006663	protein_coding_gene	protein_coding
AAEL028011	ncRNA_gene	lncRNA
AAEL022642	protein_coding_gene	protein_coding
AAEL006675	protein_coding_gene	protein_coding
AAEL022611	protein_coding_gene	protein_coding
AAEL020677	ncRNA_gene	lncRNA
AAEL006679	protein_coding_gene	protein_coding
AAEL006684	protein_coding_gene	protein_coding
AAEL006666	protein_coding_gene	protein_coding
AAEL006677	protein_coding_gene	protein_coding
AAEL019893	protein_coding_gene	protein_coding
AAEL019894	protein_coding_gene	protein_coding
AAEL006678	protein_coding_gene	protein_coding
AAEL006669	protein_coding_gene	protein_coding
AAEL006676	protein_coding_gene	protein_coding
AAEL006672	protein_coding_gene	protein_coding
AAEL021154	protein_coding_gene	protein_coding
AAEL006668	protein_coding_gene	protein_coding
AAEL006667	protein_coding_gene	protein_coding
AAEL024931	ncRNA_gene	lncRNA
AAEL014734	protein_coding_gene	protein_coding
AAEL014732	protein_coding_gene	protein_coding
AAEL014735	protein_coding_gene	protein_coding
AAEL014733	protein_coding_gene	protein_coding
AAEL010640	protein_coding_gene	protein_coding
AAEL022640	ncRNA_gene	lncRNA
AAEL007556	protein_coding_gene	protein_coding
AAEL028151	ncRNA_gene	lncRNA
AAEL007544	protein_coding_gene	protein_coding
AAEL007555	protein_coding_gene	protein_coding
AAEL007554	protein_coding_gene	protein_coding
AAEL022162	protein_coding_gene	protein_coding
AAEL025752	protein_coding_gene	protein_coding
AAEL015493	protein_coding_gene	protein_coding
AAEL007542	protein_coding_gene	protein_coding
AAEL021110	ncRNA_gene	lncRNA
AAEL024951	ncRNA_gene	lncRNA
AAEL026073	ncRNA_gene	lncRNA
AAEL007548	protein_coding_gene	protein_coding
AAEL007536	protein_coding_gene	protein_coding
AAEL007546	protein_coding_gene	protein_coding
AAEL007541	protein_coding_gene	protein_coding
AAEL027182	ncRNA_gene	lncRNA
AAEL023579	ncRNA_gene	lncRNA
AAEL007549	protein_coding_gene	protein_coding
AAEL023165	protein_coding_gene	protein_coding
AAEL023937	ncRNA_gene	lncRNA
AAEL023830	protein_coding_gene	protein_coding
AAEL022840	protein_coding_gene	protein_coding
AAEL012664	protein_coding_gene	protein_coding
AAEL012590	protein_coding_gene	protein_coding
AAEL027414	protein_coding_gene	protein_coding
AAEL012671	protein_coding_gene	protein_coding
AAEL012585	protein_coding_gene	protein_coding
AAEL018244	protein_coding_gene	protein_coding
AAEL021207	ncRNA_gene	lncRNA
AAEL012586	protein_coding_gene	protein_coding
AAEL012588	protein_coding_gene	protein_coding
AAEL019421	protein_coding_gene	protein_coding
AAEL014343	protein_coding_gene	protein_coding
AAEL008447	protein_coding_gene	protein_coding
AAEL024986	protein_coding_gene	protein_coding
AAEL008449	protein_coding_gene	protein_coding
AAEL017350	protein_coding_gene	protein_coding
AAEL021072	ncRNA_gene	lncRNA
AAEL022727	ncRNA_gene	lncRNA
AAEL011295	protein_coding_gene	protein_coding
AAEL022570	ncRNA_gene	lncRNA
AAEL020078	protein_coding_gene	protein_coding
AAEL020583	protein_coding_gene	protein_coding
AAEL008443	protein_coding_gene	protein_coding
Or15	protein_coding_gene	Odorant receptor 15
Or14	protein_coding_gene	Odorant receptor 14
AAEL027136	ncRNA_gene	lncRNA
AAEL027747	ncRNA_gene	lncRNA
Or3	protein_coding_gene	Odorant receptor 3
AAEL022313	ncRNA_gene	lncRNA
AAEL009019	protein_coding_gene	protein_coding
AAEL022348	protein_coding_gene	protein_coding
AAEL024952	ncRNA_gene	lncRNA
AAEL017403	protein_coding_gene	protein_coding
AAEL026426	protein_coding_gene	protein_coding
AAEL023868	protein_coding_gene	protein_coding
AAEL013027	protein_coding_gene	protein_coding
AAEL029026	protein_coding_gene	protein_coding
AAEL018801	ncRNA_gene	pre_miRNA
AAEL025795	ncRNA_gene	lncRNA
AAEL026009	ncRNA_gene	lncRNA
AAEL022460	protein_coding_gene	protein_coding
AAEL021324	ncRNA_gene	lncRNA
AAEL014484	protein_coding_gene	protein_coding
AAEL022191	ncRNA_gene	lncRNA
AAEL011318	protein_coding_gene	protein_coding
AAEL011311	protein_coding_gene	protein_coding
AAEL027332	protein_coding_gene	protein_coding
AAEL022963	protein_coding_gene	protein_coding
AAEL011319	protein_coding_gene	protein_coding
AAEL011317	protein_coding_gene	protein_coding
AAEL014205	protein_coding_gene	protein_coding
AAEL011313	protein_coding_gene	protein_coding
AAEL011314	protein_coding_gene	protein_coding
AAEL023987	protein_coding_gene	protein_coding
AAEL014208	protein_coding_gene	protein_coding
AAEL014207	protein_coding_gene	protein_coding
AAEL024515	ncRNA_gene	lncRNA
AAEL017805	ncRNA_gene	snRNA
AAEL023753	protein_coding_gene	protein_coding
AAEL017674	ncRNA_gene	snRNA
AAEL018968	ncRNA_gene	tRNA
AAEL017888	ncRNA_gene	snRNA
AAEL023678	protein_coding_gene	protein_coding
AAEL013951	protein_coding_gene	protein_coding
AAEL013952	protein_coding_gene	protein_coding
AAEL014868	protein_coding_gene	protein_coding
AAEL024152	ncRNA_gene	lncRNA
AAEL012284	protein_coding_gene	protein_coding
AAEL025202	protein_coding_gene	protein_coding
AAEL026541	ncRNA_gene	lncRNA
AAEL022634	ncRNA_gene	lncRNA
AAEL014557	protein_coding_gene	protein_coding
AAEL014555	protein_coding_gene	protein_coding
AAEL026910	ncRNA_gene	lncRNA
AAEL014556	protein_coding_gene	protein_coding
AAEL027148	protein_coding_gene	protein_coding
AAEL023141	protein_coding_gene	protein_coding
AAEL009938	protein_coding_gene	protein_coding
AAEL009935	protein_coding_gene	protein_coding
AAEL009945	protein_coding_gene	protein_coding
AAEL019859	protein_coding_gene	protein_coding
AAEL009936	protein_coding_gene	protein_coding
AAEL009944	protein_coding_gene	protein_coding
AAEL025223	protein_coding_gene	protein_coding
AAEL025007	ncRNA_gene	lncRNA
AAEL013015	protein_coding_gene	protein_coding
AAEL013024	protein_coding_gene	protein_coding
AAEL009946	protein_coding_gene	protein_coding
AAEL024326	protein_coding_gene	protein_coding
AAEL020720	ncRNA_gene	lncRNA
AAEL013625	protein_coding_gene	protein_coding
AAEL020218	ncRNA_gene	lncRNA
AAEL022666	protein_coding_gene	protein_coding
AAEL013624	protein_coding_gene	protein_coding
AAEL027596	ncRNA_gene	lncRNA
AAEL025798	ncRNA_gene	lncRNA
AAEL013626	protein_coding_gene	protein_coding
AAEL013631	protein_coding_gene	protein_coding
AAEL022418	ncRNA_gene	lncRNA
AAEL013014	protein_coding_gene	protein_coding
AAEL023800	ncRNA_gene	lncRNA
AAEL012229	protein_coding_gene	protein_coding
AAEL002388	protein_coding_gene	protein_coding
AAEL012226	protein_coding_gene	protein_coding
AAEL027271	ncRNA_gene	lncRNA
AAEL019430	protein_coding_gene	protein_coding
AAEL027259	ncRNA_gene	lncRNA
AAEL012230	protein_coding_gene	protein_coding
AAEL019429	protein_coding_gene	protein_coding
AAEL012225	protein_coding_gene	protein_coding
AAEL012227	protein_coding_gene	protein_coding
AAEL015110	protein_coding_gene	protein_coding
AAEL012839	protein_coding_gene	protein_coding
AAEL023674	ncRNA_gene	lncRNA
AAEL012841	protein_coding_gene	protein_coding
AAEL022917	ncRNA_gene	lncRNA
AAEL012840	protein_coding_gene	protein_coding
AAEL012843	protein_coding_gene	protein_coding
AAEL020828	protein_coding_gene	protein_coding
AAEL027042	ncRNA_gene	lncRNA
AAEL020052	ncRNA_gene	lncRNA
AAEL025801	protein_coding_gene	protein_coding
AAEL026561	ncRNA_gene	lncRNA
AAEL013063	protein_coding_gene	protein_coding
AAEL013065	protein_coding_gene	protein_coding
AAEL019552	protein_coding_gene	protein_coding
AAEL018254	protein_coding_gene	protein_coding
AAEL018804	ncRNA_gene	pre_miRNA
AAEL013061	protein_coding_gene	protein_coding
AAEL013059	protein_coding_gene	protein_coding
AAEL025925	ncRNA_gene	lncRNA
AAEL011496	protein_coding_gene	protein_coding
AAEL011488	protein_coding_gene	protein_coding
Or128	protein_coding_gene	Odorant receptor 128
AAEL020267	ncRNA_gene	lncRNA
AAEL005692	protein_coding_gene	protein_coding
AAEL005700	protein_coding_gene	protein_coding
AAEL005696	protein_coding_gene	protein_coding
AAEL005695	protein_coding_gene	protein_coding
AAEL005704	protein_coding_gene	protein_coding
AAEL005708	protein_coding_gene	protein_coding
AAEL020486	protein_coding_gene	protein_coding
AAEL020578	ncRNA_gene	lncRNA
AAEL021232	protein_coding_gene	protein_coding
AAEL005535	protein_coding_gene	protein_coding
AAEL028172	ncRNA_gene	lncRNA
AAEL005701	protein_coding_gene	protein_coding
AAEL005677	protein_coding_gene	protein_coding
AAEL005690	protein_coding_gene	protein_coding
AAEL023078	protein_coding_gene	protein_coding
AAEL017053	protein_coding_gene	protein_coding
AAEL005539	protein_coding_gene	protein_coding
AAEL005536	protein_coding_gene	protein_coding
AAEL005548	protein_coding_gene	protein_coding
AAEL012528	protein_coding_gene	protein_coding
AAEL014739	protein_coding_gene	protein_coding
AAEL012526	protein_coding_gene	protein_coding
AAEL014624	protein_coding_gene	protein_coding
AAEL025162	protein_coding_gene	protein_coding
AAEL008717	protein_coding_gene	protein_coding
AAEL025344	ncRNA_gene	lncRNA
AAEL015007	protein_coding_gene	protein_coding
AAEL013087	protein_coding_gene	protein_coding
AAEL015002	protein_coding_gene	protein_coding
AAEL013098	protein_coding_gene	protein_coding
AAEL015006	protein_coding_gene	protein_coding
AAEL015003	protein_coding_gene	protein_coding
AAEL015005	protein_coding_gene	protein_coding
AAEL013092	protein_coding_gene	protein_coding
AAEL013088	protein_coding_gene	protein_coding
AAEL013103	protein_coding_gene	protein_coding
AAEL013090	protein_coding_gene	protein_coding
AAEL027164	protein_coding_gene	protein_coding
AAEL013580	protein_coding_gene	protein_coding
AAEL013585	protein_coding_gene	protein_coding
AAEL023994	ncRNA_gene	lncRNA
AAEL010435	protein_coding_gene	protein_coding
AAEL026592	ncRNA_gene	lncRNA
AAEL019470	protein_coding_gene	protein_coding
AAEL019471	protein_coding_gene	protein_coding
AAEL019469	protein_coding_gene	protein_coding
AAEL027641	ncRNA_gene	lncRNA
AAEL013127	protein_coding_gene	protein_coding
AAEL009165	protein_coding_gene	protein_coding
AAEL013118	protein_coding_gene	protein_coding
AAEL020299	protein_coding_gene	protein_coding
AAEL019003	ncRNA_gene	tRNA
AAEL006904	protein_coding_gene	protein_coding
AAEL006906	protein_coding_gene	protein_coding
AAEL006900	protein_coding_gene	protein_coding
AAEL006903	protein_coding_gene	protein_coding
AAEL023374	protein_coding_gene	protein_coding
AAEL027490	ncRNA_gene	lncRNA
AAEL006907	protein_coding_gene	protein_coding
AAEL006909	protein_coding_gene	protein_coding
AAEL024105	protein_coding_gene	protein_coding
AAEL006899	protein_coding_gene	protein_coding
AAEL006902	protein_coding_gene	protein_coding
AAEL008910	protein_coding_gene	protein_coding
AAEL006905	protein_coding_gene	protein_coding
AAEL006908	protein_coding_gene	protein_coding
AAEL019690	protein_coding_gene	protein_coding
